generated_id,n_nodes,n_edges,chromatic_number,edge_list,adjacency_upper_triangular
749,16,84,9,0-1;0-4;0-6;0-8;0-9;0-11;0-13;0-14;1-2;1-3;1-4;1-5;1-6;1-7;1-9;1-11;1-12;1-13;1-14;2-4;2-5;2-8;2-10;2-11;2-13;2-14;3-4;3-5;3-6;3-7;3-9;3-10;3-12;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;4-14;4-15;5-6;5-7;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-9;6-11;6-12;6-13;6-14;6-15;7-9;7-10;7-13;8-10;8-11;8-13;8-14;8-15;9-11;9-12;9-13;9-14;9-15;10-11;10-12;10-13;10-15;11-12;11-13;11-14;11-15;13-14;13-15;14-15,"1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1"
750,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-10;0-11;0-12;0-15;1-2;1-3;1-4;1-5;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;2-3;2-4;2-5;2-6;2-8;2-9;2-10;2-11;2-12;2-14;2-15;3-4;3-8;3-9;3-11;3-15;4-5;4-6;4-7;4-8;4-10;4-11;4-12;4-15;5-7;5-8;5-10;5-11;5-12;5-13;5-14;6-8;6-9;6-10;6-11;6-15;7-8;7-10;7-11;7-13;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-12;9-13;9-14;9-15;10-11;10-12;10-13;10-14;11-14;11-15;12-13;13-14,"1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0"
751,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-12;0-15;1-2;1-3;1-4;1-6;1-7;1-8;1-9;1-10;1-12;1-13;1-15;2-3;2-4;2-6;2-7;2-8;2-9;2-10;2-12;2-13;2-15;3-6;3-7;3-9;3-11;3-12;4-6;4-8;4-10;4-12;4-14;5-6;5-7;5-8;5-9;5-11;5-12;5-14;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-8;7-9;7-11;7-12;7-13;7-14;7-15;8-9;8-10;8-12;8-13;8-14;8-15;9-11;9-12;9-13;10-14;10-15;11-12;11-13;11-14;12-13;12-14;13-14;14-15,"1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1"
752,16,84,9,0-1;0-2;0-3;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;1-2;1-5;1-6;1-7;1-9;1-11;1-12;1-14;2-3;2-4;2-5;2-7;2-9;2-10;2-11;2-12;2-13;2-15;3-5;3-9;3-11;3-12;3-13;3-14;4-5;4-6;4-7;4-10;4-12;4-13;4-15;5-7;5-9;5-10;5-11;5-12;5-13;5-15;6-7;6-8;6-9;6-10;6-12;6-14;6-15;7-8;7-9;7-10;7-11;7-12;7-13;7-15;8-9;8-11;8-12;8-13;8-14;9-11;9-12;9-13;9-14;9-15;10-12;10-13;11-12;11-13;11-14;12-13;12-14;12-15;13-15,"1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0"
753,16,84,9,0-1;0-2;0-3;0-7;0-8;0-10;0-11;0-12;0-14;1-2;1-3;1-4;1-6;1-7;1-8;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-4;2-5;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-7;4-8;4-9;4-11;4-12;4-13;4-15;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-11;6-12;6-14;7-8;7-11;7-12;7-14;7-15;8-10;8-11;8-12;8-14;8-15;9-10;9-11;9-12;9-13;10-13;10-14;10-15;11-12;11-13;12-13;14-15,"1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1"
754,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-8;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-5;1-7;1-8;1-9;1-11;1-12;1-13;1-14;2-3;2-5;2-8;2-10;2-11;2-12;3-4;3-5;3-6;3-8;3-10;3-11;3-12;3-14;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-13;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-9;7-13;7-14;7-15;8-11;8-14;9-11;9-14;9-15;10-11;10-15;11-12;11-14;11-15;12-14;12-15;13-14;13-15;14-15,"1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1"
755,16,84,9,0-1;0-3;0-5;0-6;0-8;0-9;0-11;0-12;0-13;0-14;0-15;1-3;1-6;1-7;1-8;1-9;1-12;1-14;1-15;2-4;2-6;2-7;2-8;2-9;2-10;2-13;2-14;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-6;4-7;4-8;4-9;4-12;4-13;4-14;5-6;5-8;5-12;5-13;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-9;7-10;7-11;7-12;7-15;8-9;8-10;8-12;8-13;8-14;9-10;9-11;9-12;9-13;9-14;10-13;10-14;11-12;11-13;11-15;12-13;12-14;12-15;13-14,"1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0"
756,16,84,9,0-1;0-2;0-3;0-4;0-6;0-7;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-7;1-11;1-12;1-13;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-14;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-14;4-15;5-6;5-7;5-8;5-10;5-13;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-10;8-13;9-10;9-13;10-12;10-14;10-15;11-13;11-14;12-13;12-14;14-15,"1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1"
757,16,84,9,0-4;0-5;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-5;1-6;1-8;1-10;1-12;1-13;1-14;1-15;2-6;2-7;2-9;2-11;2-12;2-13;2-14;2-15;3-7;3-8;3-10;3-11;3-12;3-13;3-14;3-15;4-7;4-9;4-11;4-12;4-13;4-14;4-15;5-8;5-10;5-12;5-13;5-14;5-15;6-9;6-10;6-12;6-13;6-14;6-15;7-9;7-11;7-12;7-13;7-14;7-15;8-10;8-11;8-12;8-13;8-14;8-15;9-11;9-12;9-13;9-14;9-15;10-12;10-13;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-14;12-15;13-14;13-15;14-15,"0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
758,16,84,9,0-1;0-2;0-3;0-4;0-5;0-8;0-10;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-4;2-6;2-7;2-8;2-9;2-10;2-13;2-14;3-5;3-6;3-10;3-11;3-12;3-13;3-14;3-15;4-8;4-9;4-10;4-13;4-14;5-8;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-10;6-11;6-13;6-14;7-8;7-9;7-10;7-13;7-14;8-9;8-10;8-12;8-13;8-14;9-10;9-12;9-13;9-14;10-11;10-12;10-13;10-14;10-15;11-13;11-14;11-15;12-13;12-14;13-14;13-15;14-15,"1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1"
759,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-6;2-7;2-8;2-9;2-10;2-12;2-13;3-4;3-6;3-7;3-13;3-15;4-5;4-7;4-11;4-12;4-13;4-14;4-15;5-7;5-8;5-9;5-13;5-14;6-7;6-8;6-9;6-13;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-10;8-13;9-10;9-12;9-13;9-14;10-12;10-13;11-12;11-13;11-14;11-15;12-13;12-14;13-14;13-15;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1"
760,16,84,9,0-3;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-4;1-5;1-9;1-10;1-11;1-13;2-3;2-4;2-6;2-9;2-10;2-11;2-13;2-14;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-7;4-9;4-10;4-11;4-13;5-8;5-10;5-11;5-12;5-13;6-7;6-9;6-10;6-11;6-13;7-8;7-9;7-10;7-11;7-13;7-15;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-11;9-13;9-14;10-11;10-12;10-13;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-15;13-14;13-15,"0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0"
761,16,84,9,0-1;0-2;0-4;0-6;0-8;0-10;0-11;0-12;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;2-14;2-15;3-4;3-5;3-7;3-11;3-12;3-14;3-15;4-7;4-9;4-11;4-12;4-14;4-15;5-6;5-8;5-11;5-12;5-14;6-8;6-10;6-11;6-12;6-13;6-14;7-9;7-11;7-12;7-14;8-9;8-10;8-11;8-12;8-13;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;11-14;11-15;12-13;12-14;12-15;14-15,"1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1"
762,16,84,9,0-2;0-3;0-4;0-10;0-11;0-13;0-14;0-15;1-3;1-4;1-5;1-9;1-10;1-12;1-13;1-14;2-3;2-4;2-5;2-10;2-12;2-13;2-14;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;4-14;4-15;5-6;5-7;5-9;5-10;5-12;5-13;5-14;6-7;6-10;6-11;6-12;6-14;7-8;7-9;7-10;7-11;7-14;7-15;8-9;8-10;8-11;8-14;8-15;9-10;9-11;9-13;9-14;10-11;10-12;10-13;10-14;10-15;11-14;11-15;12-13;12-14;13-14;14-15,"0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1"
763,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-4;1-6;1-7;1-10;1-13;1-14;1-15;2-3;2-5;2-7;2-8;2-9;2-10;2-11;2-12;2-14;2-15;3-5;3-6;3-7;3-8;3-10;3-13;3-14;3-15;4-6;4-8;4-10;4-11;4-14;4-15;5-8;5-10;5-12;5-14;5-15;6-7;6-9;6-10;6-13;6-14;6-15;7-9;7-10;7-13;7-14;7-15;8-10;8-11;8-12;8-14;8-15;9-10;9-12;9-14;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-14;11-15;12-14;12-15;13-14;13-15;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1"
764,16,84,9,0-1;0-3;0-5;0-6;0-8;0-9;0-10;0-12;0-13;1-2;1-3;1-5;1-6;1-9;1-13;1-14;2-3;2-4;2-5;2-6;2-9;2-11;2-13;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-8;4-9;4-12;4-13;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-10;7-11;7-12;7-13;7-14;8-9;8-12;8-13;9-10;9-12;9-13;10-12;10-13;11-13;11-14;11-15;12-13;13-14;13-15;14-15,"1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1"
765,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-4;1-5;1-7;1-11;1-12;1-13;1-15;2-4;2-5;2-7;2-9;2-11;2-12;3-4;3-7;3-8;3-9;3-10;3-11;3-12;3-14;3-15;4-5;4-7;4-9;4-11;4-12;4-13;4-15;5-6;5-7;5-9;5-11;5-12;5-13;6-7;6-8;6-10;6-11;6-12;6-13;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-10;8-11;8-12;8-14;9-10;9-11;9-12;9-14;10-11;10-12;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-14;12-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0"
766,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-3;1-4;1-6;1-7;1-10;1-11;1-15;2-4;2-5;2-6;2-7;2-9;2-11;2-14;3-4;3-6;3-7;3-10;3-11;3-12;3-13;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;4-14;4-15;5-7;5-9;5-11;5-13;5-14;6-7;6-9;6-11;7-8;7-9;7-10;7-11;7-12;7-13;7-14;7-15;8-9;8-10;8-11;8-14;8-15;9-11;9-13;9-14;10-11;10-12;10-15;11-12;11-13;11-14;11-15;12-13;12-15;13-14;13-15;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1"
767,16,84,9,0-1;0-3;0-5;0-8;0-10;0-11;0-12;0-14;1-3;1-5;1-8;1-10;1-11;1-12;1-13;1-15;2-3;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-14;2-15;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-8;4-9;4-10;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;5-14;5-15;6-7;6-8;6-9;6-10;7-8;7-9;7-10;7-14;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-14;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-13;11-14;11-15;12-13;12-14,"1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0"
768,16,84,9,0-1;0-2;0-3;0-4;0-6;0-7;0-8;0-9;0-10;0-13;0-15;1-3;1-7;1-8;1-10;1-11;1-13;1-15;2-3;2-4;2-7;2-8;2-10;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-8;4-9;4-10;4-12;4-13;4-14;5-8;5-10;5-11;5-12;5-13;5-14;6-7;6-8;6-9;6-10;6-13;6-15;7-8;7-10;7-13;7-15;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-12;9-13;9-14;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-13;11-15;12-13;12-14;13-14;13-15,"1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0"
769,16,84,9,0-1;0-2;0-5;0-6;0-7;0-8;0-10;0-13;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-7;2-8;2-10;2-11;2-12;2-15;3-8;3-9;3-10;3-11;3-12;3-14;3-15;4-5;4-7;4-8;4-10;4-11;4-12;4-13;4-14;4-15;5-6;5-7;5-8;5-9;5-10;5-13;5-15;6-7;6-8;6-9;6-10;6-15;7-8;7-10;7-12;7-13;7-15;8-9;8-10;8-11;8-12;8-13;8-14;8-15;9-10;9-11;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-14;11-15;12-14;12-15;13-15;14-15,"1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1"
770,16,84,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;0-14;0-15;1-2;1-3;1-6;1-7;1-10;1-11;1-13;1-14;1-15;2-3;2-6;2-7;2-10;2-11;2-14;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;3-14;3-15;4-5;4-6;4-9;4-10;4-11;4-12;5-6;5-8;5-9;5-10;5-12;5-13;5-14;5-15;6-7;6-8;6-9;6-10;6-11;6-12;6-13;6-14;6-15;7-10;7-13;7-14;8-9;8-10;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;10-14;10-15;12-15;13-14;14-15,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1"
771,16,84,9,0-1;0-3;0-4;0-6;0-8;0-10;0-11;0-12;0-14;0-15;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;1-14;1-15;2-4;2-6;2-7;2-10;2-12;2-13;2-15;3-4;3-7;3-9;3-10;3-12;3-13;3-14;3-15;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;4-14;4-15;5-7;5-8;5-9;5-10;5-13;5-15;6-10;6-11;6-12;6-14;6-15;7-9;7-10;7-12;7-13;7-15;8-10;8-11;8-13;8-15;9-10;9-13;9-15;10-11;10-12;10-13;10-14;10-15;11-12;11-15;12-14;12-15;13-15;14-15,"1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1"
